N.º,Fecha Tiempo. GMT-03:00,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de Ráfagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Dirección del viento. ø (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
531,02/06/22 06:03:59,40.86,54.108,321.5
532,02/06/22 06:08:59,46.872,58.896,317.3
533,02/06/22 06:13:59,45.684,60.12,315.9
534,02/06/22 06:18:59,49.284,64.908,324.3
535,02/06/22 06:23:59,46.872,66.132,331.3
536,02/06/22 06:28:59,51.696,70.92,329.9
537,02/06/22 06:33:59,50.508,75.744,324.3
538,02/06/22 06:38:59,52.884,67.32,315.9
539,02/06/22 06:43:59,52.884,72.144,313.1
540,02/06/22 06:48:59,52.884,72.144,317.3
541,02/06/22 06:53:59,52.884,75.744,324.3
542,02/06/22 06:58:59,51.696,68.544,328.5
543,02/06/22 07:03:59,48.096,68.544,313.1
544,02/06/22 07:08:59,48.096,67.32,328.5
545,02/06/22 07:13:59,50.508,62.532,314.5
546,02/06/22 07:18:59,48.096,60.12,324.3
547,02/06/22 07:23:59,51.696,67.32,324.3
548,02/06/22 07:28:59,46.872,62.532,324.3
549,02/06/22 07:33:59,50.508,63.72,310.3
550,02/06/22 07:38:59,52.884,66.132,314.5
551,02/06/22 07:43:59,49.284,62.532,325.7
552,02/06/22 07:48:59,50.508,70.92,324.3
553,02/06/22 07:53:59,50.508,66.132,321.5
554,02/06/22 07:58:59,51.696,64.908,304.7
555,02/06/22 08:03:59,54.108,74.556,304.7
556,02/06/22 08:08:59,51.696,69.732,321.5
557,02/06/22 08:13:59,52.884,67.32,315.9
558,02/06/22 08:18:59,54.108,70.92,317.3
559,02/06/22 08:23:59,54.108,75.744,311.7
560,02/06/22 08:28:59,51.696,63.72,320.1
561,02/06/22 08:33:59,51.696,67.32,322.9
562,02/06/22 08:38:59,52.884,66.132,315.9
563,02/06/22 08:43:59,48.096,69.732,310.3
564,02/06/22 08:48:59,48.096,64.908,313.1
565,02/06/22 08:53:59,48.096,64.908,325.7
566,02/06/22 08:58:59,48.096,62.532,311.7
567,02/06/22 09:03:59,42.084,54.108,322.9
568,02/06/22 09:08:59,46.872,63.72,322.9
569,02/06/22 09:13:59,42.084,58.896,317.3
570,02/06/22 09:18:59,43.272,57.708,324.3
571,02/06/22 09:23:59,39.672,58.896,328.5
572,02/06/22 09:28:59,39.672,55.296,336.9
573,02/06/22 09:33:59,45.684,62.532,321.5
574,02/06/22 09:38:59,44.496,66.132,325.7
575,02/06/22 09:43:59,40.86,50.508,327.1
576,02/06/22 09:48:59,45.684,58.896,320.1
577,02/06/22 09:53:59,43.272,54.108,334.1
578,02/06/22 09:58:59,42.084,78.156,324.3
579,02/06/22 10:03:59,48.096,63.72,320.1
580,02/06/22 10:08:59,44.496,60.12,325.7
581,02/06/22 10:13:59,42.084,58.896,321.5
582,02/06/22 10:18:59,39.672,55.296,324.3
583,02/06/22 10:23:59,43.272,63.72,324.3
584,02/06/22 10:28:59,48.096,63.72,331.3
585,02/06/22 10:33:59,49.284,66.132,318.7
586,02/06/22 10:38:59,46.872,61.308,332.7
587,02/06/22 10:43:59,43.272,60.12,329.9
588,02/06/22 10:48:59,42.084,56.52,332.7
589,02/06/22 10:53:59,48.096,67.32,324.3
590,02/06/22 10:58:59,45.684,67.32,318.7
591,02/06/22 11:03:59,46.872,61.308,318.7
592,02/06/22 11:08:59,46.872,78.156,318.7
593,02/06/22 11:13:59,44.496,64.908,320.1
594,02/06/22 11:18:59,42.084,55.296,325.7
595,02/06/22 11:23:59,44.496,70.92,324.3
596,02/06/22 11:28:59,43.272,60.12,341.2
597,02/06/22 11:33:59,44.496,70.92,339.7
598,02/06/22 11:38:59,48.096,66.132,328.5
599,02/06/22 11:43:59,45.684,62.532,325.7
600,02/06/22 11:48:59,49.284,74.556,331.3
601,02/06/22 11:53:59,44.496,63.72,331.3
602,02/06/22 11:58:59,44.496,60.12,325.7
603,02/06/22 12:03:59,44.496,58.896,321.5
604,02/06/22 12:08:59,46.872,69.732,321.5
605,02/06/22 12:13:59,42.084,62.532,332.7
606,02/06/22 12:18:59,40.86,50.508,329.9
607,02/06/22 12:23:59,42.084,66.132,334.1
608,02/06/22 12:28:59,44.496,57.708,332.7
609,02/06/22 12:33:59,43.272,68.544,324.3
610,02/06/22 12:38:59,48.096,66.132,336.9
611,02/06/22 12:43:59,46.872,64.908,331.3
612,02/06/22 12:48:59,44.496,56.52,321.5
613,02/06/22 12:53:59,40.86,56.52,314.5
614,02/06/22 12:58:59,42.084,67.32,332.7
615,02/06/22 13:03:59,46.872,63.72,322.9
616,02/06/22 13:08:59,46.872,62.532,331.3
617,02/06/22 13:13:59,43.272,64.908,334.1
618,02/06/22 13:18:59,39.672,63.72,320.1
619,02/06/22 13:23:59,39.672,57.708,324.3
620,02/06/22 13:28:59,39.672,63.72,322.9
621,02/06/22 13:33:59,39.672,58.896,332.7
622,02/06/22 13:38:59,42.084,60.12,327.1
623,02/06/22 13:43:59,38.484,50.508,338.3
624,02/06/22 13:48:59,42.084,60.12,331.3
625,02/06/22 13:53:59,36.072,55.296,315.9
626,02/06/22 13:58:59,38.484,57.708,320.1
627,02/06/22 14:03:59,42.084,62.532,307.5
628,02/06/22 14:08:59,36.072,58.896,325.7
629,02/06/22 14:13:59,40.86,61.308,321.5
630,02/06/22 14:18:59,36.072,52.884,328.5
631,02/06/22 14:23:59,33.66,56.52,331.3
632,02/06/22 14:28:59,38.484,54.108,332.7
633,02/06/22 14:33:59,31.248,54.108,325.7
634,02/06/22 14:38:59,38.484,51.696,331.3
635,02/06/22 14:43:59,42.084,57.708,321.5
636,02/06/22 14:48:59,42.084,61.308,342.6
637,02/06/22 14:53:59,46.872,61.308,329.9
638,02/06/22 14:58:59,43.272,60.12,336.9
639,02/06/22 15:03:59,49.284,69.732,322.9
640,02/06/22 15:08:59,50.508,68.544,320.1
641,02/06/22 15:13:59,45.684,62.532,315.9
642,02/06/22 15:18:59,42.084,57.708,334.1
643,02/06/22 15:23:59,39.672,54.108,322.9
644,02/06/22 15:28:59,38.484,55.296,325.7
645,02/06/22 15:33:59,39.672,60.12,327.1
646,02/06/22 15:38:59,38.484,54.108,324.3
647,02/06/22 15:43:59,43.272,60.12,320.1
648,02/06/22 15:48:59,39.672,62.532,341.2
649,02/06/22 15:53:59,42.084,54.108,335.5
650,02/06/22 15:58:59,40.86,57.708,322.9
651,02/06/22 16:03:59,40.86,57.708,322.9
652,02/06/22 16:08:59,42.084,57.708,334.1
653,02/06/22 16:13:59,38.484,57.708,348.2
654,02/06/22 16:18:59,38.484,55.296,339.7
655,02/06/22 16:23:59,42.084,57.708,321.5
656,02/06/22 16:28:59,37.26,54.108,318.7
657,02/06/22 16:33:59,42.084,62.532,315.9
658,02/06/22 16:38:59,37.26,52.884,335.5
659,02/06/22 16:43:59,39.672,56.52,339.7
660,02/06/22 16:48:59,37.26,50.508,341.2
661,02/06/22 16:53:59,34.848,46.872,329.9
662,02/06/22 16:58:59,33.66,49.284,346.8
663,02/06/22 17:03:59,33.66,43.272,329.9
664,02/06/22 17:08:59,36.072,49.284,341.2
665,02/06/22 17:13:59,34.848,54.108,338.3
666,02/06/22 17:18:59,31.248,48.096,342.6
667,02/06/22 17:23:59,37.26,48.096,336.9
668,02/06/22 17:28:59,31.248,56.52,335.5
669,02/06/22 17:33:59,36.072,49.284,339.7
670,02/06/22 17:38:59,36.072,54.108,338.3
671,02/06/22 17:43:59,32.472,55.296,335.5
672,02/06/22 17:48:59,28.872,51.696,335.5
673,02/06/22 17:53:59,32.472,46.872,328.5
674,02/06/22 17:58:59,34.848,49.284,322.9
675,02/06/22 18:03:59,34.848,48.096,318.7
676,02/06/22 18:08:59,32.472,50.508,344
677,02/06/22 18:13:59,36.072,50.508,336.9
678,02/06/22 18:18:59,36.072,55.296,327.1
679,02/06/22 18:23:59,34.848,43.272,331.3
680,02/06/22 18:28:59,31.248,49.284,314.5
681,02/06/22 18:33:59,33.66,44.496,320.1
682,02/06/22 18:38:59,33.66,45.684,322.9
683,02/06/22 18:43:59,36.072,46.872,339.7
684,02/06/22 18:48:59,34.848,52.884,341.2
685,02/06/22 18:53:59,31.248,48.096,321.5
686,02/06/22 18:58:59,36.072,48.096,334.1
687,02/06/22 19:03:59,34.848,50.508,341.2
688,02/06/22 19:08:59,34.848,50.508,338.3
689,02/06/22 19:13:59,34.848,51.696,336.9
690,02/06/22 19:18:59,33.66,52.884,334.1
691,02/06/22 19:23:59,32.472,51.696,335.5
692,02/06/22 19:28:59,36.072,51.696,328.5
693,02/06/22 19:33:59,36.072,55.296,339.7
694,02/06/22 19:38:59,33.66,44.496,339.7
695,02/06/22 19:43:59,36.072,48.096,339.7
696,02/06/22 19:48:59,31.248,42.084,342.6
697,02/06/22 19:53:59,31.248,43.272,348.2
698,02/06/22 19:58:59,33.66,42.084,342.6
699,02/06/22 20:03:59,28.872,43.272,5.6
700,02/06/22 20:08:59,33.66,46.872,18.3
701,02/06/22 20:13:59,38.484,52.884,30.9
702,02/06/22 20:18:59,36.072,49.284,1.4
703,02/06/22 20:23:59,36.072,44.496,341.2
704,02/06/22 20:28:59,34.848,42.084,19.7
705,02/06/22 20:33:59,30.06,40.86,11.2
706,02/06/22 20:38:59,38.484,61.308,21.1
707,02/06/22 20:43:59,37.26,54.108,80
708,02/06/22 20:48:59,34.848,51.696,16.8
709,02/06/22 20:53:59,39.672,55.296,35.1
710,02/06/22 20:58:59,42.084,57.708,103.9
711,02/06/22 21:03:59,48.096,67.32,28.1
712,02/06/22 21:08:59,44.496,56.52,11.2
713,02/06/22 21:13:59,42.084,55.296,37.9
714,02/06/22 21:18:59,42.084,55.296,32.3
715,02/06/22 21:23:59,43.272,60.12,12.6
716,02/06/22 21:28:59,43.272,56.52,11.2
717,02/06/22 21:33:59,40.86,58.896,8.4
718,02/06/22 21:38:59,40.86,58.896,39.3
719,02/06/22 21:43:59,44.496,61.308,285
720,02/06/22 21:48:59,45.684,63.72,240.1
721,02/06/22 21:53:59,46.872,61.308,265.3
722,02/06/22 21:58:59,48.096,63.72,256.9
723,02/06/22 22:03:59,44.496,63.72,297.6
724,02/06/22 22:08:59,46.872,64.908,292
725,02/06/22 22:13:59,46.872,60.12,320.1
726,02/06/22 22:18:59,43.272,62.532,308.9
727,02/06/22 22:23:59,43.272,56.52,329.9
728,02/06/22 22:28:59,43.272,56.52,344
729,02/06/22 22:33:59,40.86,57.708,321.5
730,02/06/22 22:38:59,39.672,49.284,317.3
731,02/06/22 22:43:59,42.084,56.52,322.9
732,02/06/22 22:48:59,37.26,48.096,353.8
733,02/06/22 22:53:59,34.848,45.684,352.4
734,02/06/22 22:58:59,36.072,48.096,9.8
735,02/06/22 23:03:59,39.672,45.684,331.3
736,02/06/22 23:08:59,38.484,45.684,315.9
737,02/06/22 23:13:59,32.472,43.272,320.1
738,02/06/22 23:18:59,33.66,44.496,314.5
739,02/06/22 23:23:59,32.472,40.86,322.9
740,02/06/22 23:28:59,31.248,39.672,351
741,02/06/22 23:33:59,32.472,40.86,332.7
742,02/06/22 23:38:59,34.848,44.496,301.8
743,02/06/22 23:43:59,33.66,44.496,321.5
744,02/06/22 23:48:59,36.072,43.272,311.7
745,02/06/22 23:53:59,31.248,40.86,317.3
746,02/06/22 23:58:59,31.248,42.084,334.1
747,03/06/22 00:03:59,32.472,39.672,352.4
748,03/06/22 00:08:59,30.06,36.072,7
749,03/06/22 00:13:59,30.06,36.072,11.2
750,03/06/22 00:18:59,28.872,32.472,341.2
751,03/06/22 00:23:59,27.648,36.072,348.2
752,03/06/22 00:28:59,25.236,30.06,355.2
753,03/06/22 00:33:59,22.86,26.46,345.4
754,03/06/22 00:38:59,19.224,22.86,307.5
755,03/06/22 00:43:59,19.224,22.86,339.7
756,03/06/22 00:48:59,16.848,19.224,345.4
757,03/06/22 00:53:59,15.624,21.636,348.2
758,03/06/22 00:58:59,16.848,21.636,317.3
759,03/06/22 01:03:59,15.624,21.636,318.7
760,03/06/22 01:08:59,13.212,24.048,315.9
761,03/06/22 01:13:59,15.624,21.636,353.8
762,03/06/22 01:18:59,15.624,24.048,9.8
763,03/06/22 01:23:59,14.436,30.06,39.3
764,03/06/22 01:28:59,10.836,18.036,57.6
765,03/06/22 01:33:59,9.612,14.436,61.8
766,03/06/22 01:38:59,9.612,14.436,63.2
767,03/06/22 01:43:59,8.424,14.436,61.8
768,03/06/22 01:48:59,3.6,9.612,49.1
769,03/06/22 01:53:59,8.424,10.836,51.9
770,03/06/22 01:58:59,9.612,14.436,56.2
771,03/06/22 02:03:59,8.424,12.024,71.6
772,03/06/22 02:08:59,8.424,13.212,46.3
773,03/06/22 02:13:59,4.824,12.024,95.5
774,03/06/22 02:18:59,7.2,12.024,233.1
775,03/06/22 02:23:59,6.012,10.836,242.9
776,03/06/22 02:28:59,2.412,8.424,248.5
777,03/06/22 02:33:59,10.836,14.436,196.5
778,03/06/22 02:38:59,7.2,14.436,261.1
779,03/06/22 02:43:59,1.188,3.6,321.5
780,03/06/22 02:48:59,2.412,7.2,324.3
781,03/06/22 02:53:59,2.412,7.2,324.3
782,03/06/22 02:58:59,1.188,7.2,327.1
783,03/06/22 03:03:59,4.824,8.424,325.7
784,03/06/22 03:08:59,3.6,7.2,209.2
785,03/06/22 03:13:59,1.188,4.824,304.7
786,03/06/22 03:18:59,2.412,6.012,327.1
787,03/06/22 03:23:59,3.6,8.424,327.1
788,03/06/22 03:28:59,7.2,12.024,339.7
789,03/06/22 03:33:59,12.024,18.036,355.2
790,03/06/22 03:38:59,14.436,22.86,8.4
791,03/06/22 03:43:59,16.848,25.236,1.4
792,03/06/22 03:48:59,25.236,36.072,349.6
793,03/06/22 03:53:59,25.236,36.072,339.7
794,03/06/22 03:58:59,26.46,33.66,341.2
795,03/06/22 04:03:59,27.648,37.26,353.8
796,03/06/22 04:08:59,27.648,36.072,352.4
797,03/06/22 04:13:59,25.236,32.472,0
798,03/06/22 04:18:59,26.46,36.072,355.2
799,03/06/22 04:23:59,24.048,33.66,348.2
800,03/06/22 04:28:59,19.224,30.06,355.2
801,03/06/22 04:33:59,20.448,27.648,346.8
802,03/06/22 04:38:59,19.224,28.872,328.5
803,03/06/22 04:43:59,22.86,33.66,299
804,03/06/22 04:48:59,16.848,25.236,313.1
805,03/06/22 04:53:59,22.86,30.06,304.7
806,03/06/22 04:58:59,20.448,27.648,321.5
807,03/06/22 05:03:59,24.048,28.872,287.8
808,03/06/22 05:08:59,25.236,30.06,280.8
809,03/06/22 05:13:59,25.236,28.872,285
810,03/06/22 05:18:59,25.236,32.472,276.6
811,03/06/22 05:23:59,21.636,27.648,289.2
812,03/06/22 05:28:59,20.448,25.236,289.2
813,03/06/22 05:33:59,15.624,21.636,290.6
814,03/06/22 05:38:59,20.448,25.236,287.8
815,03/06/22 05:43:59,16.848,22.86,283.6
816,03/06/22 05:48:59,15.624,25.236,315.9
817,03/06/22 05:53:59,22.86,38.484,308.9
818,03/06/22 05:58:59,14.436,24.048,339.7
819,03/06/22 06:03:59,19.224,34.848,318.7
820,03/06/22 06:08:59,16.848,27.648,18.3
821,03/06/22 06:13:59,12.024,20.448,335.5
822,03/06/22 06:18:59,10.836,22.86,327.1
823,03/06/22 06:23:59,21.636,33.66,327.1
824,03/06/22 06:28:59,24.048,32.472,348.2
825,03/06/22 06:33:59,19.224,27.648,349.6
826,03/06/22 06:38:59,16.848,31.248,306.1
827,03/06/22 06:43:59,20.448,32.472,308.9
828,03/06/22 06:48:59,13.212,22.86,327.1
829,03/06/22 06:53:59,16.848,28.872,303.2
830,03/06/22 06:58:59,12.024,20.448,304.7
831,03/06/22 07:03:59,4.824,10.836,278
832,03/06/22 07:08:59,9.612,20.448,332.7
833,03/06/22 07:13:59,10.836,18.036,311.7
834,03/06/22 07:18:59,7.2,12.024,296.2
835,03/06/22 07:23:59,7.2,10.836,286.4
836,03/06/22 07:28:59,10.836,15.624,272.4
837,03/06/22 07:33:59,12.024,31.248,300.4
838,03/06/22 07:38:59,18.036,31.248,286.4
839,03/06/22 07:43:59,14.436,24.048,263.9
840,03/06/22 07:48:59,12.024,18.036,334.1
841,03/06/22 07:53:59,12.024,18.036,28.1
842,03/06/22 07:58:59,3.6,8.424,32.3
843,03/06/22 08:03:59,6.012,10.836,29.5
844,03/06/22 08:08:59,6.012,10.836,29.5
845,03/06/22 08:13:59,6.012,10.836,29.5
846,03/06/22 08:18:59,14.436,26.46,322.9
847,03/06/22 08:23:59,9.612,15.624,308.9
848,03/06/22 08:28:59,7.2,14.436,324.3
849,03/06/22 08:33:59,13.212,21.636,35.1
850,03/06/22 08:38:59,15.624,22.86,4.2
851,03/06/22 08:43:59,13.212,20.448,300.4
852,03/06/22 08:48:59,19.224,28.872,2.8
853,03/06/22 08:53:59,13.212,20.448,355.2
854,03/06/22 08:58:59,14.436,22.86,15.4
855,03/06/22 09:03:59,13.212,18.036,46.3
856,03/06/22 09:08:59,12.024,18.036,44.9
857,03/06/22 09:13:59,15.624,19.224,43.5
858,03/06/22 09:18:59,12.024,18.036,51.9
859,03/06/22 09:23:59,10.836,19.224,77.2
860,03/06/22 09:28:59,13.212,20.448,85.6
861,03/06/22 09:33:59,7.2,10.836,106.7
862,03/06/22 09:38:59,4.824,8.424,109.5
863,03/06/22 09:43:59,4.824,9.612,112.3
864,03/06/22 09:48:59,7.2,9.612,115.1
865,03/06/22 09:53:59,4.824,8.424,116.5
866,03/06/22 09:58:59,0,2.412,115.1
867,03/06/22 10:03:59,0,2.412,115.1
868,03/06/22 10:08:59,2.412,7.2,115.1
869,03/06/22 10:13:59,1.188,6.012,115.1
870,03/06/22 10:18:59,6.012,9.612,126.4
871,03/06/22 10:23:59,6.012,10.836,127.8
872,03/06/22 10:28:59,6.012,7.2,127.8
873,03/06/22 10:33:59,8.424,12.024,124.9
874,03/06/22 10:38:59,6.012,10.836,115.1
875,03/06/22 10:43:59,3.6,6.012,115.1
876,03/06/22 10:48:59,3.6,7.2,116.5
877,03/06/22 10:53:59,10.836,16.848,126.4
878,03/06/22 10:58:59,8.424,14.436,124.9
879,03/06/22 11:03:59,6.012,9.612,123.5
880,03/06/22 11:08:59,9.612,14.436,109.5
881,03/06/22 11:13:59,9.612,12.024,99.7
882,03/06/22 11:18:59,7.2,9.612,103.9
883,03/06/22 11:23:59,12.024,16.848,102.5
884,03/06/22 11:28:59,10.836,15.624,103.9
885,03/06/22 11:33:59,10.836,14.436,103.9
886,03/06/22 11:38:59,12.024,15.624,119.3
887,03/06/22 11:43:59,12.024,16.848,123.5
888,03/06/22 11:48:59,13.212,16.848,134.8
889,03/06/22 11:53:59,10.836,19.224,126.4
890,03/06/22 11:58:59,8.424,16.848,148.8
891,03/06/22 12:03:59,12.024,18.036,137.6
892,03/06/22 12:08:59,9.612,16.848,112.3
893,03/06/22 12:13:59,9.612,14.436,119.3
894,03/06/22 12:18:59,10.836,20.448,129.2
895,03/06/22 12:23:59,7.2,14.436,117.9
896,03/06/22 12:28:59,6.012,13.212,87
897,03/06/22 12:33:59,7.2,10.836,74.4
898,03/06/22 12:38:59,7.2,12.024,96.9
899,03/06/22 12:43:59,8.424,15.624,136.2
900,03/06/22 12:48:59,9.612,18.036,148.8
901,03/06/22 12:53:59,14.436,25.236,188.1
902,03/06/22 12:58:59,9.612,14.436,221.8
903,03/06/22 13:03:59,12.024,18.036,217.6
904,03/06/22 13:08:59,16.848,33.66,162.9
905,03/06/22 13:13:59,10.836,31.248,188.1
906,03/06/22 13:18:59,18.036,33.66,29.5
907,03/06/22 13:23:59,19.224,34.848,18.3
908,03/06/22 13:28:59,27.648,37.26,329.9
909,03/06/22 13:33:59,22.86,39.672,324.3
910,03/06/22 13:38:59,31.248,40.86,286.4
911,03/06/22 13:43:59,21.636,34.848,294.8
912,03/06/22 13:48:59,24.048,37.26,294.8
913,03/06/22 13:53:59,20.448,30.06,332.7
914,03/06/22 13:58:59,18.036,31.248,283.6
915,03/06/22 14:03:59,30.06,45.684,283.6
916,03/06/22 14:08:59,33.66,54.108,289.2
917,03/06/22 14:13:59,31.248,44.496,300.4
918,03/06/22 14:18:59,28.872,45.684,286.4
919,03/06/22 14:23:59,30.06,50.508,297.6
920,03/06/22 14:28:59,36.072,52.884,275.2
921,03/06/22 14:33:59,38.484,54.108,285
922,03/06/22 14:38:59,31.248,45.684,289.2
923,03/06/22 14:43:59,33.66,46.872,268.1
924,03/06/22 14:48:59,32.472,49.284,282.2
925,03/06/22 14:53:59,26.46,37.26,294.8
926,03/06/22 14:58:59,30.06,48.096,286.4
927,03/06/22 15:03:59,25.236,36.072,265.3
928,03/06/22 15:08:59,21.636,30.06,336.9
929,03/06/22 15:13:59,10.836,18.036,348.2
930,03/06/22 15:18:59,20.448,34.848,341.2
931,03/06/22 15:23:59,22.86,34.848,317.3
932,03/06/22 15:28:59,26.46,36.072,306.1
933,03/06/22 15:33:59,25.236,37.26,315.9
934,03/06/22 15:38:59,30.06,44.496,338.3
935,03/06/22 15:43:59,30.06,43.272,307.5
936,03/06/22 15:48:59,27.648,39.672,346.8
937,03/06/22 15:53:59,34.848,51.696,292
938,03/06/22 15:58:59,32.472,45.684,315.9
939,03/06/22 16:03:59,34.848,49.284,318.7
940,03/06/22 16:08:59,31.248,42.084,329.9
941,03/06/22 16:13:59,28.872,39.672,318.7
942,03/06/22 16:18:59,32.472,45.684,315.9
943,03/06/22 16:23:59,34.848,48.096,338.3
944,03/06/22 16:28:59,32.472,45.684,346.8
945,03/06/22 16:33:59,38.484,48.096,331.3
946,03/06/22 16:38:59,28.872,39.672,2.8
947,03/06/22 16:43:59,31.248,44.496,1.4
948,03/06/22 16:48:59,38.484,54.108,332.7
949,03/06/22 16:53:59,33.66,46.872,344
950,03/06/22 16:58:59,34.848,48.096,328.5
951,03/06/22 17:03:59,37.26,46.872,346.8
952,03/06/22 17:08:59,39.672,50.508,334.1
953,03/06/22 17:13:59,39.672,52.884,327.1
954,03/06/22 17:18:59,39.672,54.108,327.1
955,03/06/22 17:23:59,38.484,52.884,331.3
956,03/06/22 17:28:59,40.86,52.884,327.1
957,03/06/22 17:33:59,39.672,51.696,342.6
958,03/06/22 17:38:59,40.86,51.696,344
959,03/06/22 17:43:59,39.672,54.108,336.9
960,03/06/22 17:48:59,38.484,50.508,346.8
961,03/06/22 17:53:59,39.672,50.508,345.4
962,03/06/22 17:58:59,39.672,51.696,306.1
963,03/06/22 18:03:59,42.084,51.696,334.1
964,03/06/22 18:08:59,37.26,46.872,352.4
965,03/06/22 18:13:59,39.672,54.108,28.1
966,03/06/22 18:18:59,42.084,61.308,54.8
967,03/06/22 18:23:59,40.86,58.896,63.2
968,03/06/22 18:28:59,34.848,44.496,25.3
969,03/06/22 18:33:59,38.484,51.696,1.4
970,03/06/22 18:38:59,38.484,48.096,39.3
971,03/06/22 18:43:59,37.26,46.872,341.2
972,03/06/22 18:48:59,36.072,44.496,355.2
973,03/06/22 18:53:59,39.672,49.284,328.5
974,03/06/22 18:58:59,36.072,46.872,15.4
975,03/06/22 19:03:59,38.484,50.508,348.2
976,03/06/22 19:08:59,39.672,49.284,1.4
977,03/06/22 19:13:59,42.084,50.508,339.7
978,03/06/22 19:18:59,45.684,55.296,332.7
979,03/06/22 19:23:59,50.508,61.308,331.3
980,03/06/22 19:28:59,50.508,60.12,324.3
981,03/06/22 19:33:59,50.508,58.896,325.7
982,03/06/22 19:38:59,49.284,61.308,329.9
983,03/06/22 19:43:59,49.284,60.12,314.5
984,03/06/22 19:48:59,49.284,57.708,328.5
985,03/06/22 19:53:59,50.508,61.308,336.9
986,03/06/22 19:58:59,50.508,60.12,322.9
987,03/06/22 20:03:59,51.696,62.532,317.3
988,03/06/22 20:08:59,51.696,68.544,353.8
989,03/06/22 20:13:59,46.872,61.308,329.9
990,03/06/22 20:18:59,43.272,54.108,282.2
991,03/06/22 20:23:59,45.684,57.708,318.7
992,03/06/22 20:28:59,39.672,62.532,355.2
993,03/06/22 20:33:59,44.496,58.896,308.9
994,03/06/22 20:38:59,43.272,55.296,280.8
995,03/06/22 20:43:59,36.072,55.296,314.5
996,03/06/22 20:48:59,26.46,49.284,282.2
997,03/06/22 20:53:59,25.236,38.484,32.3
998,03/06/22 20:58:59,16.848,32.472,292
999,03/06/22 21:03:59,13.212,28.872,198
1000,03/06/22 21:08:59,10.836,24.048,9.8
1001,03/06/22 21:13:59,12.024,20.448,261.1
1002,03/06/22 21:18:59,14.436,32.472,276.6
1003,03/06/22 21:23:59,25.236,34.848,290.6
1004,03/06/22 21:28:59,28.872,37.26,317.3
1005,03/06/22 21:33:59,36.072,49.284,346.8
1006,03/06/22 21:38:59,32.472,44.496,310.3
1007,03/06/22 21:43:59,38.484,51.696,325.7
1008,03/06/22 21:48:59,36.072,43.272,301.8
1009,03/06/22 21:53:59,34.848,43.272,322.9
1010,03/06/22 21:58:59,34.848,46.872,307.5
1011,03/06/22 22:03:59,28.872,43.272,355.2
1012,03/06/22 22:08:59,24.048,36.072,9.8
1013,03/06/22 22:13:59,27.648,40.86,15.4
1014,03/06/22 22:18:59,20.448,42.084,50.5
1015,03/06/22 22:23:59,13.212,30.06,56.2
1016,03/06/22 22:28:59,15.624,31.248,70.2
1017,03/06/22 22:33:59,27.648,38.484,353.8
1018,03/06/22 22:38:59,32.472,45.684,351
1019,03/06/22 22:43:59,37.26,49.284,349.6
1020,03/06/22 22:48:59,33.66,46.872,355.2
1021,03/06/22 22:53:59,34.848,44.496,341.2
1022,03/06/22 22:58:59,33.66,50.508,11.2
1023,03/06/22 23:03:59,28.872,46.872,11.2
1024,03/06/22 23:08:59,28.872,44.496,39.3
1025,03/06/22 23:13:59,16.848,32.472,59
1026,03/06/22 23:18:59,12.024,27.648,96.9
1027,03/06/22 23:23:59,24.048,32.472,33.7
1028,03/06/22 23:28:59,21.636,32.472,51.9
1029,03/06/22 23:33:59,16.848,25.236,59
1030,03/06/22 23:38:59,13.212,19.224,44.9
1031,03/06/22 23:43:59,7.2,15.624,78.6
1032,03/06/22 23:48:59,13.212,15.624,148.8
1033,03/06/22 23:53:59,10.836,16.848,148.8
1034,03/06/22 23:58:59,7.2,15.624,54.8
1035,04/06/22 00:03:59,2.412,6.012,22.5
1036,04/06/22 00:08:59,7.2,13.212,28.1
1037,04/06/22 00:13:59,13.212,21.636,240.1
1038,04/06/22 00:18:59,9.612,19.224,216.2
1039,04/06/22 00:23:59,6.012,13.212,231.6
1040,04/06/22 00:28:59,8.424,15.624,162.9
1041,04/06/22 00:33:59,3.6,8.424,68.8
1042,04/06/22 00:38:59,3.6,6.012,12.6
1043,04/06/22 00:43:59,3.6,8.424,8.4
1044,04/06/22 00:48:59,2.412,4.824,9.8
1045,04/06/22 00:53:59,8.424,12.024,9.8
1046,04/06/22 00:58:59,3.6,9.612,7
1047,04/06/22 01:03:59,12.024,18.036,11.2
1048,04/06/22 01:08:59,4.824,9.612,9.8
1049,04/06/22 01:13:59,7.2,13.212,11.2
1050,04/06/22 01:18:59,6.012,18.036,9.8
1051,04/06/22 01:23:59,12.024,19.224,268.1
1052,04/06/22 01:28:59,12.024,18.036,259.7
1053,04/06/22 01:33:59,13.212,18.036,255.5
1054,04/06/22 01:38:59,15.624,26.46,247.1
1055,04/06/22 01:43:59,12.024,20.448,200.8
1056,04/06/22 01:48:59,12.024,19.224,289.2
1057,04/06/22 01:53:59,9.612,16.848,254.1
1058,04/06/22 01:58:59,9.612,14.436,252.7
1059,04/06/22 02:03:59,7.2,16.848,259.7
1060,04/06/22 02:08:59,7.2,12.024,18.3
1061,04/06/22 02:13:59,4.824,7.2,54.8
