T�tulo de trazado: 20682650,,,,
N.�,Fecha,Velocidad del viento. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Velocidad de R�fagas. km/hr (LGR S/N: 20682650. SEN S/N: 20679483. LBL: Km/h),Direcci�n del viento. � (LGR S/N: 20682650. SEN S/N: 20679483. LBL: N-S)
529,03/11/19 18:26:13,28.872,39.672,351
530,03/11/19 18:27:13,31.248,39.672,336.9
531,03/11/19 18:28:13,38.484,45.684,11.2
532,03/11/19 18:29:13,38.484,51.696,5.6
533,03/11/19 18:30:13,37.26,45.684,12.6
534,03/11/19 18:31:13,34.848,43.272,15.4
535,03/11/19 18:32:13,37.26,50.508,15.4
536,03/11/19 18:33:13,34.848,48.096,9.8
537,03/11/19 18:34:13,22.86,26.46,9.8
538,03/11/19 18:35:13,32.472,46.872,341.2
539,03/11/19 18:36:13,42.084,48.096,344
540,03/11/19 18:37:13,39.672,49.284,339.7
541,03/11/19 18:38:13,44.496,55.296,342.6
542,03/11/19 18:39:13,42.084,51.696,346.8
543,03/11/19 18:40:13,33.66,40.86,348.2
544,03/11/19 18:41:13,40.86,49.284,339.7
545,03/11/19 18:42:13,42.084,51.696,341.2
546,03/11/19 18:43:13,36.072,44.496,342.6
547,03/11/19 18:44:13,38.484,46.872,349.6
548,03/11/19 18:45:13,33.66,38.484,342.6
549,03/11/19 18:46:13,33.66,39.672,346.8
550,03/11/19 18:47:13,31.248,40.86,348.2
551,03/11/19 18:48:13,31.248,43.272,345.4
552,03/11/19 18:49:13,36.072,46.872,348.2
553,03/11/19 18:50:13,31.248,40.86,352.4
554,03/11/19 18:51:13,40.86,55.296,341.2
555,03/11/19 18:52:13,34.848,43.272,4.2
556,03/11/19 18:53:13,26.46,38.484,8.4
557,03/11/19 18:54:13,37.26,49.284,355.2
558,03/11/19 18:55:13,42.084,49.284,1.4
559,03/11/19 18:56:13,37.26,48.096,351
560,03/11/19 18:57:13,32.472,38.484,349.6
561,03/11/19 18:58:13,30.06,34.848,349.6
562,03/11/19 18:59:13,32.472,39.672,341.2
563,03/11/19 19:00:13,33.66,39.672,355.2
564,03/11/19 19:01:13,27.648,34.848,355.2
565,03/11/19 19:02:13,28.872,38.484,355.2
566,03/11/19 19:03:13,32.472,43.272,352.4
567,03/11/19 19:04:13,27.648,39.672,2.8
568,03/11/19 19:05:13,24.048,33.66,346.8
569,03/11/19 19:06:13,31.248,44.496,346.8
570,03/11/19 19:07:13,30.06,36.072,346.8
571,03/11/19 19:08:13,28.872,48.096,348.2
572,03/11/19 19:09:13,32.472,39.672,4.2
573,03/11/19 19:10:13,32.472,39.672,355.2
574,03/11/19 19:11:13,33.66,40.86,348.2
575,03/11/19 19:12:13,31.248,38.484,349.6
576,03/11/19 19:13:13,32.472,42.084,355.2
577,03/11/19 19:14:13,32.472,36.072,355.2
578,03/11/19 19:15:13,30.06,39.672,355.2
579,03/11/19 19:16:13,27.648,36.072,349.6
580,03/11/19 19:17:13,28.872,34.848,344
581,03/11/19 19:18:13,25.236,30.06,346.8
582,03/11/19 19:19:13,30.06,36.072,19.7
583,03/11/19 19:20:13,32.472,42.084,9.8
584,03/11/19 19:21:13,24.048,30.06,16.8
585,03/11/19 19:22:13,15.624,22.86,1.4
586,03/11/19 19:23:13,19.224,26.46,353.8
587,03/11/19 19:24:13,18.036,22.86,345.4
588,03/11/19 19:25:13,19.224,28.872,342.6
589,03/11/19 19:26:13,30.06,36.072,344
590,03/11/19 19:27:13,25.236,33.66,320.1
591,03/11/19 19:28:13,33.66,40.86,325.7
592,03/11/19 19:29:13,34.848,39.672,346.8
593,03/11/19 19:30:13,30.06,36.072,329.9
594,03/11/19 19:31:13,28.872,34.848,342.6
595,03/11/19 19:32:13,26.46,36.072,341.2
596,03/11/19 19:33:13,27.648,37.26,338.3
597,03/11/19 19:34:13,26.46,31.248,341.2
598,03/11/19 19:35:13,27.648,36.072,328.5
599,03/11/19 19:36:13,21.636,27.648,335.5
600,03/11/19 19:37:13,24.048,30.06,336.9
601,03/11/19 19:38:13,27.648,32.472,331.3
602,03/11/19 19:39:13,21.636,26.46,341.2
603,03/11/19 19:40:13,21.636,31.248,346.8
604,03/11/19 19:41:13,19.224,27.648,339.7
605,03/11/19 19:42:13,18.036,20.448,331.3
606,03/11/19 19:43:13,26.46,31.248,339.7
607,03/11/19 19:44:13,25.236,27.648,339.7
608,03/11/19 19:45:13,26.46,31.248,336.9
609,03/11/19 19:46:13,28.872,36.072,318.7
610,03/11/19 19:47:13,28.872,34.848,332.7
611,03/11/19 19:48:13,21.636,26.46,334.1
612,03/11/19 19:49:13,26.46,30.06,321.5
613,03/11/19 19:50:13,24.048,31.248,329.9
614,03/11/19 19:51:13,26.46,32.472,335.5
615,03/11/19 19:52:13,22.86,27.648,320.1
616,03/11/19 19:53:13,20.448,24.048,336.9
617,03/11/19 19:54:13,20.448,31.248,336.9
618,03/11/19 19:55:13,21.636,28.872,324.3
619,03/11/19 19:56:13,16.848,21.636,331.3
620,03/11/19 19:57:13,20.448,25.236,324.3
621,03/11/19 19:58:13,21.636,25.236,314.5
622,03/11/19 19:59:13,16.848,22.86,332.7
623,03/11/19 20:00:13,18.036,21.636,311.7
624,03/11/19 20:01:13,13.212,24.048,334.1
625,03/11/19 20:02:13,10.836,15.624,324.3
626,03/11/19 20:03:13,7.2,12.024,310.3
627,03/11/19 20:04:13,10.836,15.624,306.1
628,03/11/19 20:05:13,10.836,14.436,320.1
629,03/11/19 20:06:13,8.424,14.436,336.9
630,03/11/19 20:07:13,9.612,14.436,335.5
631,03/11/19 20:08:13,14.436,16.848,329.9
632,03/11/19 20:09:13,13.212,19.224,304.7
633,03/11/19 20:10:13,10.836,12.024,290.6
634,03/11/19 20:11:13,9.612,12.024,320.1
635,03/11/19 20:12:13,10.836,14.436,314.5
636,03/11/19 20:13:13,13.212,14.436,275.2
637,03/11/19 20:14:13,8.424,12.024,263.9
638,03/11/19 20:15:13,8.424,12.024,286.4
639,03/11/19 20:16:13,9.612,12.024,334.1
640,03/11/19 20:17:13,7.2,8.424,1.4
641,03/11/19 20:18:13,2.412,3.6,355.2
642,03/11/19 20:19:13,6.012,9.612,307.5
643,03/11/19 20:20:13,9.612,12.024,304.7
644,03/11/19 20:21:13,8.424,9.612,285
645,03/11/19 20:22:13,13.212,15.624,262.5
646,03/11/19 20:23:13,14.436,16.848,255.5
647,03/11/19 20:24:13,15.624,22.86,263.9
648,03/11/19 20:25:13,16.848,20.448,265.3
649,03/11/19 20:26:13,16.848,22.86,311.7
650,03/11/19 20:27:13,10.836,15.624,296.2
651,03/11/19 20:28:13,14.436,19.224,289.2
652,03/11/19 20:29:13,8.424,15.624,292
653,03/11/19 20:30:13,7.2,14.436,290.6
654,03/11/19 20:31:13,10.836,15.624,276.6
655,03/11/19 20:32:13,7.2,9.612,254.1
656,03/11/19 20:33:13,4.824,6.012,252.7
657,03/11/19 20:34:13,3.6,6.012,252.7
658,03/11/19 20:35:13,7.2,10.836,252.7
659,03/11/19 20:36:13,6.012,9.612,248.5
660,03/11/19 20:37:13,1.188,3.6,248.5
661,03/11/19 20:38:13,0,1.188,248.5
662,03/11/19 20:39:13,3.6,8.424,219
663,03/11/19 20:40:13,14.436,25.236,146
664,03/11/19 20:41:13,19.224,27.648,126.4
665,03/11/19 20:42:13,8.424,12.024,162.9
666,03/11/19 20:43:13,7.2,9.612,155.8
667,03/11/19 20:44:13,8.424,10.836,36.5
668,03/11/19 20:45:13,4.824,9.612,60.4
669,03/11/19 20:46:13,3.6,6.012,96.9
670,03/11/19 20:47:13,4.824,7.2,226
671,03/11/19 20:48:13,8.424,13.212,262.5
672,03/11/19 20:49:13,8.424,15.624,231.6
673,03/11/19 20:50:13,10.836,14.436,256.9
674,03/11/19 20:51:13,10.836,10.836,252.7
675,03/11/19 20:52:13,9.612,12.024,247.1
676,03/11/19 20:53:13,9.612,12.024,242.9
677,03/11/19 20:54:13,6.012,7.2,247.1
678,03/11/19 20:55:13,9.612,15.624,203.6
679,03/11/19 20:56:13,10.836,13.212,245.7
680,03/11/19 20:57:13,8.424,9.612,255.5
681,03/11/19 20:58:13,7.2,8.424,268.1
682,03/11/19 20:59:13,8.424,9.612,286.4
683,03/11/19 21:00:13,9.612,10.836,297.6
684,03/11/19 21:01:13,8.424,9.612,314.5
685,03/11/19 21:02:13,6.012,7.2,314.5
686,03/11/19 21:03:13,2.412,3.6,313.1
687,03/11/19 21:04:13,2.412,4.824,341.2
688,03/11/19 21:05:13,3.6,6.012,324.3
689,03/11/19 21:06:13,6.012,13.212,307.5
690,03/11/19 21:07:13,9.612,14.436,268.1
691,03/11/19 21:08:13,4.824,7.2,273.8
692,03/11/19 21:09:13,1.188,3.6,275.2
693,03/11/19 21:10:13,7.2,9.612,276.6
694,03/11/19 21:11:13,4.824,7.2,272.4
695,03/11/19 21:12:13,7.2,9.612,272.4
696,03/11/19 21:13:13,16.848,20.448,279.4
697,03/11/19 21:14:13,15.624,20.448,292
698,03/11/19 21:15:13,2.412,6.012,292
699,03/11/19 21:16:13,8.424,16.848,318.7
700,03/11/19 21:17:13,20.448,25.236,338.3
701,03/11/19 21:18:13,14.436,20.448,315.9
702,03/11/19 21:19:13,21.636,30.06,313.1
703,03/11/19 21:20:13,15.624,21.636,311.7
704,03/11/19 21:21:13,10.836,13.212,328.5
705,03/11/19 21:22:13,12.024,16.848,335.5
706,03/11/19 21:23:13,16.848,20.448,325.7
707,03/11/19 21:24:13,18.036,20.448,332.7
708,03/11/19 21:25:13,14.436,16.848,320.1
709,03/11/19 21:26:13,12.024,14.436,317.3
710,03/11/19 21:27:13,15.624,19.224,314.5
711,03/11/19 21:28:13,16.848,20.448,308.9
712,03/11/19 21:29:13,18.036,20.448,315.9
713,03/11/19 21:30:13,15.624,18.036,317.3
714,03/11/19 21:31:13,15.624,18.036,313.1
715,03/11/19 21:32:13,13.212,15.624,308.9
716,03/11/19 21:33:13,14.436,16.848,304.7
717,03/11/19 21:34:13,12.024,14.436,313.1
718,03/11/19 21:35:13,12.024,13.212,318.7
719,03/11/19 21:36:13,10.836,13.212,320.1
720,03/11/19 21:37:13,9.612,13.212,314.5
721,03/11/19 21:38:13,6.012,8.424,318.7
722,03/11/19 21:39:13,7.2,8.424,313.1
723,03/11/19 21:40:13,7.2,9.612,310.3
724,03/11/19 21:41:13,8.424,9.612,310.3
725,03/11/19 21:42:13,9.612,12.024,329.9
726,03/11/19 21:43:13,9.612,10.836,341.2
727,03/11/19 21:44:13,9.612,12.024,351
728,03/11/19 21:45:13,12.024,13.212,351
729,03/11/19 21:46:13,8.424,10.836,49.1
730,03/11/19 21:47:13,10.836,16.848,342.6
731,03/11/19 21:48:13,15.624,18.036,355.2
732,03/11/19 21:49:13,14.436,18.036,19.7
733,03/11/19 21:50:13,12.024,14.436,9.8
734,03/11/19 21:51:13,12.024,14.436,2.8
735,03/11/19 21:52:13,16.848,21.636,36.5
736,03/11/19 21:53:13,15.624,18.036,353.8
737,03/11/19 21:54:13,10.836,13.212,355.2
738,03/11/19 21:55:13,9.612,10.836,21.1
739,03/11/19 21:56:13,12.024,13.212,348.2
740,03/11/19 21:57:13,10.836,13.212,345.4
741,03/11/19 21:58:13,13.212,15.624,348.2
742,03/11/19 21:59:13,10.836,12.024,336.9
743,03/11/19 22:00:13,13.212,19.224,336.9
744,03/11/19 22:01:13,14.436,20.448,346.8
745,03/11/19 22:02:13,15.624,19.224,346.8
746,03/11/19 22:03:13,14.436,18.036,348.2
747,03/11/19 22:04:13,9.612,12.024,348.2
748,03/11/19 22:05:13,9.612,12.024,4.2
749,03/11/19 22:06:13,13.212,16.848,1.4
750,03/11/19 22:07:13,12.024,14.436,5.6
751,03/11/19 22:08:13,9.612,10.836,355.2
752,03/11/19 22:09:13,9.612,13.212,14
753,03/11/19 22:10:13,9.612,16.848,35.1
754,03/11/19 22:11:13,13.212,19.224,21.1
755,03/11/19 22:12:13,10.836,13.212,2.8
756,03/11/19 22:13:13,12.024,14.436,21.1
757,03/11/19 22:14:13,18.036,26.46,42.1
758,03/11/19 22:15:13,16.848,22.86,14
759,03/11/19 22:16:13,15.624,21.636,23.9
760,03/11/19 22:17:13,14.436,15.624,8.4
761,03/11/19 22:18:13,14.436,18.036,18.3
762,03/11/19 22:19:13,14.436,15.624,4.2
763,03/11/19 22:20:13,14.436,16.848,28.1
764,03/11/19 22:21:13,13.212,15.624,4.2
765,03/11/19 22:22:13,9.612,12.024,19.7
766,03/11/19 22:23:13,10.836,13.212,7
767,03/11/19 22:24:13,10.836,12.024,1.4
768,03/11/19 22:25:13,8.424,12.024,355.2
769,03/11/19 22:26:13,9.612,10.836,4.2
770,03/11/19 22:27:13,6.012,8.424,1.4
771,03/11/19 22:28:13,9.612,12.024,75.8
772,03/11/19 22:29:13,9.612,12.024,2.8
773,03/11/19 22:30:13,10.836,12.024,7
774,03/11/19 22:31:13,10.836,12.024,7
775,03/11/19 22:32:13,10.836,12.024,2.8
776,03/11/19 22:33:13,10.836,12.024,1.4
777,03/11/19 22:34:13,10.836,12.024,2.8
778,03/11/19 22:35:13,10.836,12.024,7
779,03/11/19 22:36:13,8.424,10.836,15.4
780,03/11/19 22:37:13,6.012,8.424,15.4
781,03/11/19 22:38:13,8.424,10.836,1.4
782,03/11/19 22:39:13,8.424,10.836,113.7
783,03/11/19 22:40:13,6.012,7.2,4.2
784,03/11/19 22:41:13,4.824,6.012,0
785,03/11/19 22:42:13,4.824,6.012,0
786,03/11/19 22:43:13,6.012,7.2,8.4
787,03/11/19 22:44:13,7.2,8.424,12.6
788,03/11/19 22:45:13,8.424,9.612,1.4
789,03/11/19 22:46:13,8.424,9.612,0
790,03/11/19 22:47:13,8.424,12.024,29.5
791,03/11/19 22:48:13,8.424,13.212,42.1
792,03/11/19 22:49:13,7.2,13.212,42.1
793,03/11/19 22:50:13,6.012,9.612,46.3
794,03/11/19 22:51:13,7.2,9.612,40.7
795,03/11/19 22:52:13,8.424,9.612,50.5
796,03/11/19 22:53:13,10.836,12.024,36.5
797,03/11/19 22:54:13,9.612,10.836,29.5
798,03/11/19 22:55:13,10.836,12.024,30.9
799,03/11/19 22:56:13,10.836,13.212,33.7
800,03/11/19 22:57:13,9.612,12.024,28.1
801,03/11/19 22:58:13,12.024,14.436,25.3
802,03/11/19 22:59:13,14.436,16.848,11.2
803,03/11/19 23:00:13,14.436,16.848,28.1
804,03/11/19 23:01:13,14.436,18.036,29.5
805,03/11/19 23:02:13,9.612,10.836,22.5
806,03/11/19 23:03:13,9.612,10.836,18.3
807,03/11/19 23:04:13,9.612,12.024,25.3
808,03/11/19 23:05:13,8.424,9.612,16.8
809,03/11/19 23:06:13,8.424,9.612,14
810,03/11/19 23:07:13,9.612,9.612,5.6
811,03/11/19 23:08:13,9.612,12.024,11.2
812,03/11/19 23:09:13,10.836,12.024,9.8
813,03/11/19 23:10:13,10.836,10.836,15.4
814,03/11/19 23:11:13,12.024,13.212,26.7
815,03/11/19 23:12:13,9.612,13.212,32.3
816,03/11/19 23:13:13,9.612,12.024,11.2
817,03/11/19 23:14:13,8.424,9.612,2.8
818,03/11/19 23:15:13,8.424,9.612,12.6
819,03/11/19 23:16:13,7.2,8.424,11.2
820,03/11/19 23:17:13,6.012,7.2,1.4
821,03/11/19 23:18:13,9.612,12.024,355.2
822,03/11/19 23:19:13,10.836,12.024,355.2
823,03/11/19 23:20:13,10.836,12.024,11.2
824,03/11/19 23:21:13,10.836,13.212,1.4
825,03/11/19 23:22:13,13.212,15.624,23.9
826,03/11/19 23:23:13,13.212,16.848,7
827,03/11/19 23:24:13,14.436,18.036,5.6
828,03/11/19 23:25:13,10.836,12.024,7
829,03/11/19 23:26:13,10.836,13.212,8.4
830,03/11/19 23:27:13,13.212,15.624,8.4
831,03/11/19 23:28:13,9.612,12.024,4.2
832,03/11/19 23:29:13,9.612,12.024,9.8
833,03/11/19 23:30:13,10.836,13.212,348.2
834,03/11/19 23:31:13,13.212,15.624,349.6
835,03/11/19 23:32:13,14.436,16.848,345.4
836,03/11/19 23:33:13,15.624,16.848,351
837,03/11/19 23:34:13,14.436,16.848,355.2
838,03/11/19 23:35:13,18.036,21.636,355.2
839,03/11/19 23:36:13,14.436,16.848,348.2
840,03/11/19 23:37:13,15.624,19.224,336.9
841,03/11/19 23:38:13,19.224,21.636,327.1
842,03/11/19 23:39:13,18.036,20.448,338.3
843,03/11/19 23:40:13,14.436,15.624,339.7
844,03/11/19 23:41:13,10.836,15.624,351
845,03/11/19 23:42:13,8.424,10.836,345.4
846,03/11/19 23:43:13,7.2,8.424,344
847,03/11/19 23:44:13,7.2,8.424,335.5
848,03/11/19 23:45:13,10.836,13.212,346.8
849,03/11/19 23:46:13,10.836,13.212,346.8
850,03/11/19 23:47:13,12.024,15.624,334.1
851,03/11/19 23:48:13,14.436,16.848,341.2
852,03/11/19 23:49:13,9.612,14.436,334.1
853,03/11/19 23:50:13,8.424,9.612,334.1
854,03/11/19 23:51:13,8.424,12.024,332.7
855,03/11/19 23:52:13,7.2,8.424,324.3
856,03/11/19 23:53:13,8.424,10.836,336.9
857,03/11/19 23:54:13,12.024,14.436,339.7
858,03/11/19 23:55:13,14.436,16.848,342.6
859,03/11/19 23:56:13,16.848,19.224,346.8
860,03/11/19 23:57:13,15.624,19.224,346.8
861,03/11/19 23:58:13,12.024,14.436,355.2
862,03/11/19 23:59:13,10.836,12.024,355.2
863,04/11/19 00:00:13,8.424,9.612,351
864,04/11/19 00:01:13,8.424,9.612,338.3
865,04/11/19 00:02:13,8.424,10.836,349.6
866,04/11/19 00:03:13,8.424,9.612,355.2
867,04/11/19 00:04:13,7.2,8.424,353.8
868,04/11/19 00:05:13,7.2,9.612,353.8
869,04/11/19 00:06:13,9.612,10.836,74.4
870,04/11/19 00:07:13,8.424,9.612,0
871,04/11/19 00:08:13,10.836,12.024,36.5
872,04/11/19 00:09:13,9.612,12.024,355.2
873,04/11/19 00:10:13,12.024,15.624,351
874,04/11/19 00:11:13,12.024,14.436,0
875,04/11/19 00:12:13,13.212,15.624,7
876,04/11/19 00:13:13,10.836,14.436,35.1
877,04/11/19 00:14:13,8.424,12.024,349.6
878,04/11/19 00:15:13,6.012,8.424,345.4
879,04/11/19 00:16:13,8.424,9.612,98.3
880,04/11/19 00:17:13,7.2,9.612,4.2
881,04/11/19 00:18:13,13.212,16.848,355.2
882,04/11/19 00:19:13,14.436,16.848,355.2
883,04/11/19 00:20:13,13.212,18.036,4.2
884,04/11/19 00:21:13,10.836,13.212,0
885,04/11/19 00:22:13,14.436,16.848,1.4
886,04/11/19 00:23:13,18.036,21.636,345.4
887,04/11/19 00:24:13,15.624,19.224,346.8
888,04/11/19 00:25:13,19.224,22.86,345.4
889,04/11/19 00:26:13,18.036,20.448,348.2
890,04/11/19 00:27:13,19.224,24.048,348.2
891,04/11/19 00:28:13,18.036,22.86,346.8
892,04/11/19 00:29:13,16.848,18.036,342.6
893,04/11/19 00:30:13,14.436,20.448,339.7
894,04/11/19 00:31:13,12.024,18.036,346.8
895,04/11/19 00:32:13,14.436,16.848,7
896,04/11/19 00:33:13,16.848,20.448,352.4
897,04/11/19 00:34:13,15.624,18.036,7
898,04/11/19 00:35:13,15.624,18.036,5.6
899,04/11/19 00:36:13,16.848,19.224,351
900,04/11/19 00:37:13,15.624,18.036,351
901,04/11/19 00:38:13,16.848,18.036,352.4
902,04/11/19 00:39:13,18.036,22.86,352.4
903,04/11/19 00:40:13,20.448,31.248,349.6
904,04/11/19 00:41:13,20.448,24.048,15.4
905,04/11/19 00:42:13,18.036,21.636,11.2
906,04/11/19 00:43:13,16.848,22.86,353.8
907,04/11/19 00:44:13,15.624,19.224,355.2
908,04/11/19 00:45:13,12.024,14.436,352.4
909,04/11/19 00:46:13,15.624,19.224,341.2
910,04/11/19 00:47:13,18.036,21.636,344
911,04/11/19 00:48:13,16.848,21.636,353.8
912,04/11/19 00:49:13,13.212,15.624,355.2
913,04/11/19 00:50:13,13.212,15.624,16.8
914,04/11/19 00:51:13,10.836,14.436,1.4
915,04/11/19 00:52:13,13.212,18.036,349.6
916,04/11/19 00:53:13,10.836,14.436,1.4
917,04/11/19 00:54:13,15.624,18.036,5.6
918,04/11/19 00:55:13,16.848,22.86,9.8
919,04/11/19 00:56:13,18.036,21.636,11.2
920,04/11/19 00:57:13,14.436,18.036,352.4
921,04/11/19 00:58:13,12.024,16.848,345.4
922,04/11/19 00:59:13,10.836,12.024,342.6
923,04/11/19 01:00:13,12.024,18.036,349.6
924,04/11/19 01:01:13,15.624,18.036,349.6
925,04/11/19 01:02:13,14.436,16.848,355.2
926,04/11/19 01:03:13,13.212,16.848,344
927,04/11/19 01:04:13,15.624,18.036,341.2
928,04/11/19 01:05:13,13.212,18.036,336.9
929,04/11/19 01:06:13,15.624,16.848,334.1
930,04/11/19 01:07:13,16.848,19.224,341.2
931,04/11/19 01:08:13,16.848,19.224,336.9
932,04/11/19 01:09:13,14.436,18.036,329.9
933,04/11/19 01:10:13,16.848,21.636,324.3
934,04/11/19 01:11:13,16.848,20.448,329.9
935,04/11/19 01:12:13,15.624,18.036,328.5
936,04/11/19 01:13:13,15.624,19.224,336.9
937,04/11/19 01:14:13,14.436,16.848,328.5
938,04/11/19 01:15:13,14.436,15.624,322.9
939,04/11/19 01:16:13,14.436,15.624,328.5
940,04/11/19 01:17:13,14.436,16.848,328.5
941,04/11/19 01:18:13,18.036,21.636,318.7
942,04/11/19 01:19:13,20.448,24.048,327.1
943,04/11/19 01:20:13,22.86,25.236,325.7
944,04/11/19 01:21:13,19.224,24.048,332.7
945,04/11/19 01:22:13,18.036,20.448,324.3
946,04/11/19 01:23:13,20.448,22.86,315.9
947,04/11/19 01:24:13,18.036,20.448,311.7
948,04/11/19 01:25:13,20.448,24.048,320.1
949,04/11/19 01:26:13,20.448,24.048,317.3
950,04/11/19 01:27:13,20.448,22.86,325.7
951,04/11/19 01:28:13,18.036,21.636,335.5
952,04/11/19 01:29:13,19.224,26.46,328.5
953,04/11/19 01:30:13,19.224,21.636,328.5
954,04/11/19 01:31:13,21.636,26.46,328.5
955,04/11/19 01:32:13,25.236,27.648,327.1
956,04/11/19 01:33:13,24.048,26.46,320.1
957,04/11/19 01:34:13,21.636,24.048,314.5
958,04/11/19 01:35:13,21.636,25.236,314.5
959,04/11/19 01:36:13,20.448,24.048,314.5
960,04/11/19 01:37:13,22.86,27.648,310.3
961,04/11/19 01:38:13,22.86,26.46,311.7
962,04/11/19 01:39:13,21.636,25.236,315.9
963,04/11/19 01:40:13,21.636,26.46,318.7
964,04/11/19 01:41:13,20.448,24.048,320.1
965,04/11/19 01:42:13,19.224,21.636,321.5
966,04/11/19 01:43:13,16.848,19.224,334.1
967,04/11/19 01:44:13,14.436,16.848,339.7
968,04/11/19 01:45:13,10.836,12.024,341.2
969,04/11/19 01:46:13,13.212,16.848,327.1
970,04/11/19 01:47:13,14.436,18.036,317.3
971,04/11/19 01:48:13,14.436,18.036,317.3
972,04/11/19 01:49:13,15.624,18.036,313.1
973,04/11/19 01:50:13,14.436,15.624,321.5
974,04/11/19 01:51:13,14.436,18.036,322.9
975,04/11/19 01:52:13,14.436,16.848,324.3
976,04/11/19 01:53:13,13.212,16.848,327.1
977,04/11/19 01:54:13,15.624,18.036,328.5
978,04/11/19 01:55:13,13.212,16.848,341.2
979,04/11/19 01:56:13,19.224,22.86,344
980,04/11/19 01:57:13,24.048,27.648,346.8
981,04/11/19 01:58:13,20.448,24.048,351
982,04/11/19 01:59:13,21.636,24.048,351
983,04/11/19 02:00:13,21.636,26.46,353.8
984,04/11/19 02:01:13,20.448,24.048,349.6
985,04/11/19 02:02:13,19.224,24.048,352.4
986,04/11/19 02:03:13,22.86,25.236,352.4
987,04/11/19 02:04:13,19.224,22.86,351
988,04/11/19 02:05:13,19.224,21.636,346.8
989,04/11/19 02:06:13,19.224,21.636,349.6
990,04/11/19 02:07:13,18.036,20.448,348.2
991,04/11/19 02:08:13,18.036,21.636,348.2
992,04/11/19 02:09:13,18.036,19.224,353.8
993,04/11/19 02:10:13,19.224,21.636,0
994,04/11/19 02:11:13,19.224,20.448,355.2
995,04/11/19 02:12:13,20.448,22.86,355.2
996,04/11/19 02:13:13,19.224,22.86,355.2
997,04/11/19 02:14:13,19.224,20.448,355.2
998,04/11/19 02:15:13,18.036,20.448,0
999,04/11/19 02:16:13,16.848,18.036,4.2
1000,04/11/19 02:17:13,14.436,16.848,351
1001,04/11/19 02:18:13,14.436,15.624,344
1002,04/11/19 02:19:13,18.036,20.448,331.3
1003,04/11/19 02:20:13,16.848,18.036,344
1004,04/11/19 02:21:13,15.624,18.036,345.4
1005,04/11/19 02:22:13,18.036,22.86,352.4
1006,04/11/19 02:23:13,16.848,19.224,351
1007,04/11/19 02:24:13,16.848,19.224,353.8
1008,04/11/19 02:25:13,16.848,19.224,4.2
1009,04/11/19 02:26:13,16.848,18.036,7
1010,04/11/19 02:27:13,14.436,16.848,9.8
1011,04/11/19 02:28:13,16.848,18.036,26.7
1012,04/11/19 02:29:13,15.624,18.036,12.6
1013,04/11/19 02:30:13,15.624,16.848,5.6
1014,04/11/19 02:31:13,15.624,16.848,4.2
1015,04/11/19 02:32:13,14.436,16.848,9.8
1016,04/11/19 02:33:13,13.212,14.436,355.2
1017,04/11/19 02:34:13,13.212,14.436,353.8
1018,04/11/19 02:35:13,14.436,15.624,355.2
1019,04/11/19 02:36:13,14.436,16.848,4.2
1020,04/11/19 02:37:13,13.212,16.848,349.6
1021,04/11/19 02:38:13,15.624,16.848,336.9
1022,04/11/19 02:39:13,14.436,16.848,338.3
1023,04/11/19 02:40:13,13.212,15.624,338.3
1024,04/11/19 02:41:13,13.212,15.624,339.7
1025,04/11/19 02:42:13,15.624,20.448,341.2
1026,04/11/19 02:43:13,15.624,19.224,325.7
1027,04/11/19 02:44:13,12.024,14.436,334.1
1028,04/11/19 02:45:13,8.424,9.612,351
1029,04/11/19 02:46:13,7.2,7.2,345.4
1030,04/11/19 02:47:13,7.2,8.424,8.4
1031,04/11/19 02:48:13,7.2,9.612,2.8
1032,04/11/19 02:49:13,10.836,13.212,16.8
1033,04/11/19 02:50:13,10.836,13.212,23.9
1034,04/11/19 02:51:13,10.836,13.212,11.2
1035,04/11/19 02:52:13,18.036,22.86,21.1
1036,04/11/19 02:53:13,20.448,24.048,19.7
1037,04/11/19 02:54:13,19.224,24.048,16.8
1038,04/11/19 02:55:13,16.848,19.224,16.8
1039,04/11/19 02:56:13,16.848,18.036,23.9
1040,04/11/19 02:57:13,18.036,24.048,26.7
1041,04/11/19 02:58:13,16.848,20.448,12.6
1042,04/11/19 02:59:13,20.448,24.048,18.3
1043,04/11/19 03:00:13,15.624,19.224,18.3
1044,04/11/19 03:01:13,16.848,19.224,7
1045,04/11/19 03:02:13,14.436,18.036,7
1046,04/11/19 03:03:13,14.436,16.848,12.6
1047,04/11/19 03:04:13,10.836,14.436,355.2
1048,04/11/19 03:05:13,12.024,14.436,355.2
1049,04/11/19 03:06:13,12.024,14.436,11.2
1050,04/11/19 03:07:13,8.424,9.612,9.8
1051,04/11/19 03:08:13,8.424,9.612,0
1052,04/11/19 03:09:13,7.2,9.612,4.2
1053,04/11/19 03:10:13,9.612,10.836,5.6
1054,04/11/19 03:11:13,15.624,19.224,14
1055,04/11/19 03:12:13,15.624,19.224,14
1056,04/11/19 03:13:13,12.024,15.624,5.6
1057,04/11/19 03:14:13,14.436,18.036,12.6
1058,04/11/19 03:15:13,16.848,20.448,14
1059,04/11/19 03:16:13,19.224,25.236,5.6
1060,04/11/19 03:17:13,21.636,24.048,2.8
1061,04/11/19 03:18:13,20.448,22.86,1.4
1062,04/11/19 03:19:13,16.848,20.448,2.8
