T�tulo de trazado:  E1,,,,T�tulo
531,06/9/21 03:01:24,3.600,6.012,339.7
532,06/9/21 03:02:24,7.200,9.612,338.3
533,06/9/21 03:03:24,10.836,12.024,345.4
534,06/9/21 03:04:24,9.612,10.836,346.8
535,06/9/21 03:05:24,8.424,9.612,345.4
536,06/9/21 03:06:24,8.424,8.424,341.2
537,06/9/21 03:07:24,6.012,8.424,325.7
538,06/9/21 03:08:24,4.824,6.012,304.7
539,06/9/21 03:09:24,6.012,7.200,304.7
540,06/9/21 03:10:24,8.424,9.612,306.1
541,06/9/21 03:11:24,8.424,9.612,315.9
542,06/9/21 03:12:24,8.424,9.612,325.7
543,06/9/21 03:13:24,7.200,9.612,332.7
544,06/9/21 03:14:24,6.012,7.200,332.7
545,06/9/21 03:15:24,6.012,7.200,332.7
546,06/9/21 03:16:24,4.824,6.012,332.7
547,06/9/21 03:17:24,4.824,6.012,332.7
548,06/9/21 03:18:24,6.012,7.200,332.7
549,06/9/21 03:19:24,6.012,7.200,331.3
550,06/9/21 03:20:24,6.012,6.012,332.7
551,06/9/21 03:21:24,6.012,8.424,331.3
552,06/9/21 03:22:24,6.012,8.424,332.7
553,06/9/21 03:23:24,6.012,7.200,332.7
554,06/9/21 03:24:24,3.600,4.824,332.7
555,06/9/21 03:25:24,1.188,2.412,332.7
556,06/9/21 03:26:24,0.000,0.000,332.7
557,06/9/21 03:27:24,0.000,1.188,332.7
558,06/9/21 03:28:24,0.000,1.188,332.7
559,06/9/21 03:29:24,4.824,7.200,322.9
560,06/9/21 03:30:24,6.012,7.200,314.5
561,06/9/21 03:31:24,9.612,10.836,303.2
562,06/9/21 03:32:24,9.612,10.836,307.5
563,06/9/21 03:33:24,9.612,10.836,315.9
564,06/9/21 03:34:24,9.612,10.836,318.7
565,06/9/21 03:35:24,9.612,10.836,320.1
566,06/9/21 03:36:24,10.836,12.024,322.9
567,06/9/21 03:37:24,12.024,13.212,339.7
568,06/9/21 03:38:24,12.024,14.436,348.2
569,06/9/21 03:39:24,10.836,13.212,346.8
570,06/9/21 03:40:24,10.836,12.024,336.9
571,06/9/21 03:41:24,10.836,12.024,339.7
572,06/9/21 03:42:24,12.024,13.212,339.7
573,06/9/21 03:43:24,12.024,13.212,339.7
574,06/9/21 03:44:24,10.836,12.024,339.7
575,06/9/21 03:45:24,12.024,13.212,344.0
576,06/9/21 03:46:24,10.836,12.024,345.4
577,06/9/21 03:47:24,10.836,12.024,332.7
578,06/9/21 03:48:24,10.836,13.212,327.1
579,06/9/21 03:49:24,13.212,14.436,335.5
580,06/9/21 03:50:24,13.212,13.212,346.8
581,06/9/21 03:51:24,13.212,13.212,353.8
582,06/9/21 03:52:24,12.024,13.212,355.2
583,06/9/21 03:53:24,10.836,12.024,355.2
584,06/9/21 03:54:24,8.424,9.612,351.0
585,06/9/21 03:55:24,9.612,10.836,334.1
586,06/9/21 03:56:24,10.836,12.024,317.3
587,06/9/21 03:57:24,15.624,18.036,314.5
588,06/9/21 03:58:24,14.436,15.624,327.1
589,06/9/21 03:59:24,12.024,14.436,324.3
590,06/9/21 04:00:24,12.024,14.436,321.5
591,06/9/21 04:01:24,13.212,14.436,317.3
592,06/9/21 04:02:24,15.624,16.848,314.5
593,06/9/21 04:03:24,16.848,19.224,321.5
594,06/9/21 04:04:24,16.848,18.036,324.3
595,06/9/21 04:05:24,16.848,16.848,324.3
596,06/9/21 04:06:24,14.436,15.624,327.1
597,06/9/21 04:07:24,10.836,12.024,328.5
598,06/9/21 04:08:24,10.836,12.024,336.9
599,06/9/21 04:09:24,9.612,10.836,335.5
600,06/9/21 04:10:24,8.424,10.836,335.5
601,06/9/21 04:11:24,7.200,8.424,332.7
602,06/9/21 04:12:24,7.200,8.424,329.9
603,06/9/21 04:13:24,12.024,14.436,321.5
604,06/9/21 04:14:24,15.624,16.848,314.5
605,06/9/21 04:15:24,14.436,15.624,299.0
606,06/9/21 04:16:24,14.436,15.624,283.6
607,06/9/21 04:17:24,12.024,13.212,272.4
608,06/9/21 04:18:24,9.612,10.836,273.8
609,06/9/21 04:19:24,9.612,12.024,314.5
610,06/9/21 04:20:24,13.212,14.436,325.7
611,06/9/21 04:21:24,10.836,13.212,306.1
612,06/9/21 04:22:24,7.200,7.200,315.9
613,06/9/21 04:23:24,6.012,7.200,307.5
614,06/9/21 04:24:24,4.824,8.424,310.3
615,06/9/21 04:25:24,6.012,8.424,311.7
616,06/9/21 04:26:24,6.012,9.612,311.7
617,06/9/21 04:27:24,7.200,8.424,303.2
618,06/9/21 04:28:24,4.824,7.200,301.8
619,06/9/21 04:29:24,7.200,12.024,306.1
620,06/9/21 04:30:24,14.436,16.848,344.0
621,06/9/21 04:31:24,12.024,16.848,8.4
622,06/9/21 04:32:24,4.824,10.836,8.4
623,06/9/21 04:33:24,8.424,9.612,256.9
624,06/9/21 04:34:24,3.600,7.200,300.4
625,06/9/21 04:35:24,2.412,3.600,300.4
626,06/9/21 04:36:24,3.600,6.012,306.1
627,06/9/21 04:37:24,4.824,7.200,331.3
628,06/9/21 04:38:24,4.824,7.200,87.0
629,06/9/21 04:39:24,4.824,9.612,66.0
630,06/9/21 04:40:24,12.024,14.436,351.0
631,06/9/21 04:41:24,7.200,9.612,348.2
632,06/9/21 04:42:24,6.012,8.424,23.9
633,06/9/21 04:43:24,8.424,10.836,29.5
634,06/9/21 04:44:24,9.612,12.024,30.9
635,06/9/21 04:45:24,18.036,21.636,33.7
636,06/9/21 04:46:24,16.848,19.224,29.5
637,06/9/21 04:47:24,7.200,14.436,75.8
638,06/9/21 04:48:24,2.412,6.012,160.0
639,06/9/21 04:49:24,14.436,21.636,30.9
640,06/9/21 04:50:24,18.036,20.448,43.5
641,06/9/21 04:51:24,18.036,26.460,44.9
642,06/9/21 04:52:24,15.624,22.860,54.8
643,06/9/21 04:53:24,8.424,10.836,50.5
644,06/9/21 04:54:24,14.436,15.624,37.9
645,06/9/21 04:55:24,13.212,15.624,50.5
646,06/9/21 04:56:24,14.436,15.624,14.0
647,06/9/21 04:57:24,10.836,13.212,11.2
648,06/9/21 04:58:24,9.612,12.024,14.0
649,06/9/21 04:59:24,12.024,14.436,37.9
650,06/9/21 05:00:24,9.612,12.024,5.6
651,06/9/21 05:01:24,10.836,14.436,2.8
652,06/9/21 05:02:24,7.200,12.024,321.5
653,06/9/21 05:03:24,7.200,13.212,331.3
654,06/9/21 05:04:24,14.436,16.848,36.5
655,06/9/21 05:05:24,9.612,13.212,14.0
656,06/9/21 05:06:24,4.824,10.836,22.5
657,06/9/21 05:07:24,4.824,10.836,348.2
658,06/9/21 05:08:24,3.600,8.424,352.4
659,06/9/21 05:09:24,7.200,10.836,21.1
660,06/9/21 05:10:24,7.200,9.612,25.3
661,06/9/21 05:11:24,10.836,15.624,39.3
662,06/9/21 05:12:24,9.612,14.436,25.3
663,06/9/21 05:13:24,16.848,25.236,352.4
664,06/9/21 05:14:24,22.860,30.060,348.2
665,06/9/21 05:15:24,22.860,28.872,4.2
666,06/9/21 05:16:24,24.048,26.460,1.4
667,06/9/21 05:17:24,21.636,27.648,8.4
668,06/9/21 05:18:24,19.224,25.236,1.4
669,06/9/21 05:19:24,22.860,30.060,335.5
670,06/9/21 05:20:24,26.460,32.472,329.9
671,06/9/21 05:21:24,32.472,38.484,321.5
672,06/9/21 05:22:24,33.660,38.484,331.3
673,06/9/21 05:23:24,27.648,32.472,341.2
674,06/9/21 05:24:24,26.460,31.248,329.9
675,06/9/21 05:25:24,21.636,27.648,327.1
676,06/9/21 05:26:24,31.248,39.672,328.5
677,06/9/21 05:27:24,28.872,36.072,329.9
678,06/9/21 05:28:24,34.848,40.860,331.3
679,06/9/21 05:29:24,30.060,34.848,335.5
680,06/9/21 05:30:24,40.860,48.096,339.7
681,06/9/21 05:31:24,39.672,45.684,334.1
682,06/9/21 05:32:24,34.848,40.860,332.7
683,06/9/21 05:33:24,27.648,34.848,341.2
684,06/9/21 05:34:24,22.860,27.648,346.8
685,06/9/21 05:35:24,27.648,36.072,341.2
686,06/9/21 05:36:24,31.248,45.684,336.9
687,06/9/21 05:37:24,45.684,60.120,335.5
688,06/9/21 05:38:24,50.508,61.308,348.2
689,06/9/21 05:39:24,40.860,46.872,353.8
690,06/9/21 05:40:24,37.260,42.084,336.9
691,06/9/21 05:41:24,25.236,36.072,336.9
692,06/9/21 05:42:24,20.448,26.460,351.0
693,06/9/21 05:43:24,26.460,38.484,7.0
694,06/9/21 05:44:24,28.872,36.072,335.5
695,06/9/21 05:45:24,28.872,33.660,314.5
696,06/9/21 05:46:24,28.872,40.860,308.9
697,06/9/21 05:47:24,28.872,40.860,339.7
698,06/9/21 05:48:24,34.848,46.872,331.3
699,06/9/21 05:49:24,37.260,46.872,329.9
700,06/9/21 05:50:24,32.472,39.672,335.5
701,06/9/21 05:51:24,30.060,37.260,342.6
702,06/9/21 05:52:24,24.048,32.472,342.6
703,06/9/21 05:53:24,30.060,37.260,339.7
704,06/9/21 05:54:24,31.248,37.260,339.7
705,06/9/21 05:55:24,42.084,46.872,328.5
706,06/9/21 05:56:24,33.660,43.272,342.6
707,06/9/21 05:57:24,32.472,37.260,348.2
708,06/9/21 05:58:24,22.860,30.060,351.0
709,06/9/21 05:59:24,25.236,34.848,334.1
710,06/9/21 06:00:24,27.648,31.248,332.7
711,06/9/21 06:01:24,32.472,37.260,325.7
712,06/9/21 06:02:24,31.248,36.072,322.9
713,06/9/21 06:03:24,32.472,37.260,322.9
714,06/9/21 06:04:24,31.248,39.672,314.5
715,06/9/21 06:05:24,28.872,37.260,325.7
716,06/9/21 06:06:24,20.448,24.048,341.2
717,06/9/21 06:07:24,18.036,20.448,345.4
718,06/9/21 06:08:24,22.860,37.260,325.7
719,06/9/21 06:09:24,25.236,30.060,342.6
720,06/9/21 06:10:24,26.460,31.248,348.2
721,06/9/21 06:11:24,24.048,33.660,352.4
722,06/9/21 06:12:24,24.048,26.460,344.0
723,06/9/21 06:13:24,22.860,27.648,334.1
724,06/9/21 06:14:24,27.648,31.248,328.5
725,06/9/21 06:15:24,25.236,28.872,332.7
726,06/9/21 06:16:24,26.460,32.472,331.3
727,06/9/21 06:17:24,27.648,31.248,338.3
728,06/9/21 06:18:24,27.648,33.660,336.9
729,06/9/21 06:19:24,28.872,34.848,342.6
730,06/9/21 06:20:24,27.648,33.660,351.0
731,06/9/21 06:21:24,24.048,27.648,341.2
732,06/9/21 06:22:24,22.860,28.872,335.5
733,06/9/21 06:23:24,18.036,22.860,334.1
734,06/9/21 06:24:24,18.036,21.636,336.9
735,06/9/21 06:25:24,25.236,31.248,344.0
736,06/9/21 06:26:24,26.460,31.248,339.7
737,06/9/21 06:27:24,25.236,28.872,327.1
738,06/9/21 06:28:24,25.236,34.848,322.9
739,06/9/21 06:29:24,34.848,42.084,317.3
740,06/9/21 06:30:24,31.248,36.072,318.7
741,06/9/21 06:31:24,26.460,31.248,315.9
742,06/9/21 06:32:24,25.236,30.060,320.1
743,06/9/21 06:33:24,20.448,24.048,321.5
744,06/9/21 06:34:24,22.860,28.872,320.1
745,06/9/21 06:35:24,33.660,40.860,322.9
746,06/9/21 06:36:24,36.072,43.272,318.7
747,06/9/21 06:37:24,32.472,38.484,327.1
748,06/9/21 06:38:24,26.460,33.660,325.7
749,06/9/21 06:39:24,22.860,25.236,324.3
750,06/9/21 06:40:24,22.860,27.648,322.9
751,06/9/21 06:41:24,28.872,34.848,317.3
752,06/9/21 06:42:24,30.060,33.660,331.3
753,06/9/21 06:43:24,24.048,30.060,338.3
754,06/9/21 06:44:24,20.448,27.648,334.1
755,06/9/21 06:45:24,31.248,36.072,331.3
756,06/9/21 06:46:24,28.872,37.260,328.5
757,06/9/21 06:47:24,36.072,42.084,1.4
758,06/9/21 06:48:24,30.060,44.496,39.3
759,06/9/21 06:49:24,20.448,25.236,43.5
760,06/9/21 06:50:24,20.448,27.648,0.0
761,06/9/21 06:51:24,38.484,45.684,320.1
762,06/9/21 06:52:24,34.848,43.272,308.9
763,06/9/21 06:53:24,25.236,31.248,304.7
764,06/9/21 06:54:24,27.648,32.472,317.3
765,06/9/21 06:55:24,20.448,26.460,1.4
766,06/9/21 06:56:24,22.860,27.648,339.7
767,06/9/21 06:57:24,33.660,39.672,325.7
768,06/9/21 06:58:24,28.872,31.248,320.1
769,06/9/21 06:59:24,27.648,31.248,321.5
770,06/9/21 07:00:24,28.872,31.248,336.9
771,06/9/21 07:01:24,25.236,28.872,341.2
772,06/9/21 07:02:24,19.224,28.872,348.2
773,06/9/21 07:03:24,14.436,18.036,345.4
774,06/9/21 07:04:24,22.860,36.072,325.7
775,06/9/21 07:05:24,30.060,38.484,327.1
776,06/9/21 07:06:24,34.848,42.084,324.3
777,06/9/21 07:07:24,31.248,44.496,310.3
778,06/9/21 07:08:24,21.636,27.648,301.8
779,06/9/21 07:09:24,18.036,22.860,297.6
780,06/9/21 07:10:24,18.036,25.236,329.9
781,06/9/21 07:11:24,21.636,25.236,336.9
782,06/9/21 07:12:24,19.224,25.236,345.4
783,06/9/21 07:13:24,19.224,21.636,349.6
784,06/9/21 07:14:24,15.624,19.224,7.0
785,06/9/21 07:15:24,16.848,22.860,345.4
786,06/9/21 07:16:24,20.448,24.048,344.0
787,06/9/21 07:17:24,26.460,34.848,341.2
788,06/9/21 07:18:24,27.648,31.248,336.9
789,06/9/21 07:19:24,24.048,28.872,334.1
790,06/9/21 07:20:24,24.048,31.248,334.1
791,06/9/21 07:21:24,27.648,30.060,328.5
792,06/9/21 07:22:24,25.236,28.872,341.2
793,06/9/21 07:23:24,25.236,30.060,346.8
794,06/9/21 07:24:24,22.860,25.236,351.0
795,06/9/21 07:25:24,21.636,25.236,353.8
796,06/9/21 07:26:24,21.636,24.048,355.2
797,06/9/21 07:27:24,22.860,28.872,355.2
798,06/9/21 07:28:24,22.860,28.872,351.0
799,06/9/21 07:29:24,24.048,28.872,355.2
800,06/9/21 07:30:24,25.236,27.648,352.4
801,06/9/21 07:31:24,27.648,32.472,1.4
802,06/9/21 07:32:24,33.660,38.484,349.6
803,06/9/21 07:33:24,27.648,32.472,44.9
804,06/9/21 07:34:24,24.048,30.060,12.6
805,06/9/21 07:35:24,27.648,33.660,5.6
806,06/9/21 07:36:24,30.060,34.848,346.8
807,06/9/21 07:37:24,30.060,33.660,342.6
808,06/9/21 07:38:24,30.060,34.848,2.8
809,06/9/21 07:39:24,27.648,34.848,336.9
810,06/9/21 07:40:24,27.648,36.072,329.9
811,06/9/21 07:41:24,30.060,33.660,325.7
812,06/9/21 07:42:24,30.060,34.848,341.2
813,06/9/21 07:43:24,27.648,31.248,335.5
814,06/9/21 07:44:24,31.248,39.672,336.9
815,06/9/21 07:45:24,33.660,39.672,335.5
816,06/9/21 07:46:24,38.484,44.496,322.9
817,06/9/21 07:47:24,32.472,39.672,325.7
818,06/9/21 07:48:24,31.248,36.072,331.3
819,06/9/21 07:49:24,26.460,28.872,338.3
820,06/9/21 07:50:24,25.236,31.248,344.0
821,06/9/21 07:51:24,22.860,26.460,325.7
822,06/9/21 07:52:24,22.860,26.460,341.2
823,06/9/21 07:53:24,22.860,28.872,331.3
824,06/9/21 07:54:24,18.036,20.448,335.5
825,06/9/21 07:55:24,24.048,31.248,328.5
826,06/9/21 07:56:24,25.236,28.872,327.1
827,06/9/21 07:57:24,24.048,27.648,336.9
828,06/9/21 07:58:24,26.460,31.248,342.6
829,06/9/21 07:59:24,21.636,27.648,339.7
830,06/9/21 08:00:24,25.236,28.872,352.4
831,06/9/21 08:01:24,30.060,36.072,345.4
832,06/9/21 08:02:24,32.472,38.484,336.9
833,06/9/21 08:03:24,28.872,37.260,334.1
834,06/9/21 08:04:24,25.236,27.648,338.3
835,06/9/21 08:05:24,26.460,32.472,329.9
836,06/9/21 08:06:24,30.060,34.848,331.3
837,06/9/21 08:07:24,30.060,37.260,334.1
838,06/9/21 08:08:24,30.060,37.260,338.3
839,06/9/21 08:09:24,34.848,45.684,349.6
840,06/9/21 08:10:24,22.860,40.860,25.3
841,06/9/21 08:11:24,28.872,43.272,341.2
842,06/9/21 08:12:24,32.472,38.484,329.9
843,06/9/21 08:13:24,24.048,27.648,338.3
844,06/9/21 08:14:24,22.860,30.060,348.2
845,06/9/21 08:15:24,26.460,30.060,349.6
846,06/9/21 08:16:24,27.648,32.472,338.3
847,06/9/21 08:17:24,21.636,26.460,336.9
848,06/9/21 08:18:24,20.448,26.460,336.9
849,06/9/21 08:19:24,20.448,21.636,338.3
850,06/9/21 08:20:24,25.236,33.660,336.9
851,06/9/21 08:21:24,30.060,36.072,329.9
852,06/9/21 08:22:24,31.248,37.260,338.3
853,06/9/21 08:23:24,30.060,34.848,328.5
854,06/9/21 08:24:24,30.060,36.072,341.2
855,06/9/21 08:25:24,31.248,33.660,335.5
856,06/9/21 08:26:24,27.648,31.248,329.9
857,06/9/21 08:27:24,21.636,27.648,324.3
858,06/9/21 08:28:24,15.624,19.224,339.7
859,06/9/21 08:29:24,14.436,18.036,344.0
860,06/9/21 08:30:24,16.848,21.636,339.7
861,06/9/21 08:31:24,18.036,24.048,332.7
862,06/9/21 08:32:24,20.448,27.648,317.3
863,06/9/21 08:33:24,14.436,16.848,320.1
864,06/9/21 08:34:24,14.436,16.848,332.7
865,06/9/21 08:35:24,12.024,13.212,336.9
866,06/9/21 08:36:24,15.624,25.236,300.4
867,06/9/21 08:37:24,13.212,16.848,339.7
868,06/9/21 08:38:24,13.212,15.624,338.3
869,06/9/21 08:39:24,18.036,27.648,355.2
870,06/9/21 08:40:24,18.036,21.636,56.2
871,06/9/21 08:41:24,12.024,20.448,2.8
872,06/9/21 08:42:24,6.012,8.424,353.8
873,06/9/21 08:43:24,7.200,10.836,318.7
874,06/9/21 08:44:24,10.836,16.848,317.3
875,06/9/21 08:45:24,8.424,18.036,310.3
876,06/9/21 08:46:24,14.436,18.036,306.1
877,06/9/21 08:47:24,12.024,14.436,290.6
878,06/9/21 08:48:24,7.200,9.612,287.8
879,06/9/21 08:49:24,10.836,21.636,301.8
880,06/9/21 08:50:24,10.836,19.224,299.0
881,06/9/21 08:51:24,13.212,20.448,294.8
882,06/9/21 08:52:24,13.212,19.224,304.7
883,06/9/21 08:53:24,20.448,27.648,313.1
884,06/9/21 08:54:24,16.848,22.860,321.5
885,06/9/21 08:55:24,20.448,25.236,313.1
886,06/9/21 08:56:24,15.624,22.860,303.2
887,06/9/21 08:57:24,13.212,19.224,306.1
888,06/9/21 08:58:24,14.436,19.224,297.6
889,06/9/21 08:59:24,20.448,28.872,297.6
890,06/9/21 09:00:24,21.636,26.460,299.0
891,06/9/21 09:01:24,25.236,30.060,301.8
892,06/9/21 09:02:24,25.236,28.872,303.2
893,06/9/21 09:03:24,20.448,25.236,299.0
894,06/9/21 09:04:24,19.224,25.236,303.2
895,06/9/21 09:05:24,20.448,24.048,306.1
896,06/9/21 09:06:24,27.648,31.248,311.7
897,06/9/21 09:07:24,24.048,30.060,307.5
898,06/9/21 09:08:24,25.236,28.872,310.3
899,06/9/21 09:09:24,24.048,31.248,313.1
900,06/9/21 09:10:24,22.860,27.648,318.7
901,06/9/21 09:11:24,20.448,28.872,306.1
902,06/9/21 09:12:24,21.636,27.648,306.1
903,06/9/21 09:13:24,20.448,24.048,299.0
904,06/9/21 09:14:24,20.448,28.872,297.6
905,06/9/21 09:15:24,25.236,27.648,304.7
906,06/9/21 09:16:24,26.460,31.248,308.9
907,06/9/21 09:17:24,26.460,30.060,300.4
908,06/9/21 09:18:24,21.636,24.048,301.8
909,06/9/21 09:19:24,24.048,32.472,285.0
910,06/9/21 09:20:24,21.636,32.472,296.2
911,06/9/21 09:21:24,22.860,26.460,280.8
912,06/9/21 09:22:24,18.036,22.860,296.2
913,06/9/21 09:23:24,20.448,22.860,286.4
914,06/9/21 09:24:24,20.448,26.460,294.8
915,06/9/21 09:25:24,21.636,26.460,276.6
916,06/9/21 09:26:24,24.048,28.872,297.6
917,06/9/21 09:27:24,24.048,27.648,301.8
918,06/9/21 09:28:24,24.048,33.660,306.1
919,06/9/21 09:29:24,30.060,34.848,307.5
920,06/9/21 09:30:24,28.872,34.848,313.1
921,06/9/21 09:31:24,24.048,28.872,308.9
922,06/9/21 09:32:24,24.048,31.248,308.9
923,06/9/21 09:33:24,24.048,30.060,299.0
924,06/9/21 09:34:24,33.660,36.072,304.7
925,06/9/21 09:35:24,27.648,36.072,301.8
926,06/9/21 09:36:24,25.236,33.660,306.1
927,06/9/21 09:37:24,25.236,33.660,304.7
928,06/9/21 09:38:24,26.460,31.248,299.0
929,06/9/21 09:39:24,26.460,33.660,300.4
930,06/9/21 09:40:24,28.872,34.848,311.7
931,06/9/21 09:41:24,31.248,38.484,307.5
932,06/9/21 09:42:24,30.060,37.260,294.8
933,06/9/21 09:43:24,25.236,31.248,289.2
934,06/9/21 09:44:24,26.460,33.660,310.3
935,06/9/21 09:45:24,28.872,34.848,313.1
936,06/9/21 09:46:24,20.448,24.048,306.1
937,06/9/21 09:47:24,22.860,26.460,297.6
938,06/9/21 09:48:24,32.472,39.672,292.0
939,06/9/21 09:49:24,24.048,33.660,287.8
940,06/9/21 09:50:24,26.460,31.248,289.2
941,06/9/21 09:51:24,31.248,34.848,303.2
942,06/9/21 09:52:24,27.648,32.472,310.3
943,06/9/21 09:53:24,26.460,33.660,299.0
944,06/9/21 09:54:24,21.636,28.872,301.8
945,06/9/21 09:55:24,26.460,32.472,299.0
946,06/9/21 09:56:24,28.872,37.260,303.2
947,06/9/21 09:57:24,32.472,39.672,303.2
948,06/9/21 09:58:24,28.872,33.660,306.1
949,06/9/21 09:59:24,34.848,38.484,313.1
950,06/9/21 10:00:24,33.660,39.672,313.1
951,06/9/21 10:01:24,33.660,44.496,334.1
952,06/9/21 10:02:24,26.460,34.848,303.2
953,06/9/21 10:03:24,28.872,33.660,311.7
954,06/9/21 10:04:24,25.236,28.872,318.7
955,06/9/21 10:05:24,24.048,30.060,327.1
956,06/9/21 10:06:24,24.048,33.660,327.1
957,06/9/21 10:07:24,30.060,34.848,329.9
958,06/9/21 10:08:24,26.460,32.472,338.3
959,06/9/21 10:09:24,28.872,34.848,336.9
960,06/9/21 10:10:24,28.872,36.072,341.2
961,06/9/21 10:11:24,27.648,31.248,327.1
962,06/9/21 10:12:24,27.648,31.248,339.7
963,06/9/21 10:13:24,22.860,27.648,334.1
964,06/9/21 10:14:24,21.636,24.048,344.0
965,06/9/21 10:15:24,24.048,28.872,344.0
966,06/9/21 10:16:24,22.860,28.872,342.6
967,06/9/21 10:17:24,22.860,31.248,325.7
968,06/9/21 10:18:24,20.448,26.460,327.1
969,06/9/21 10:19:24,19.224,27.648,322.9
970,06/9/21 10:20:24,20.448,24.048,317.3
971,06/9/21 10:21:24,20.448,26.460,348.2
972,06/9/21 10:22:24,15.624,20.448,352.4
973,06/9/21 10:23:24,21.636,26.460,46.3
974,06/9/21 10:24:24,18.036,21.636,345.4
975,06/9/21 10:25:24,21.636,30.060,4.2
976,06/9/21 10:26:24,10.836,16.848,352.4
977,06/9/21 10:27:24,14.436,21.636,30.9
978,06/9/21 10:28:24,15.624,22.860,29.5
979,06/9/21 10:29:24,15.624,20.448,25.3
980,06/9/21 10:30:24,13.212,16.848,29.5
981,06/9/21 10:31:24,10.836,20.448,47.7
982,06/9/21 10:32:24,6.012,9.612,44.9
983,06/9/21 10:33:24,8.424,10.836,40.7
984,06/9/21 10:34:24,14.436,18.036,42.1
985,06/9/21 10:35:24,10.836,13.212,22.5
986,06/9/21 10:36:24,19.224,36.072,37.9
987,06/9/21 10:37:24,25.236,36.072,344.0
988,06/9/21 10:38:24,33.660,46.872,14.0
989,06/9/21 10:39:24,26.460,33.660,47.7
990,06/9/21 10:40:24,25.236,30.060,328.5
991,06/9/21 10:41:24,18.036,22.860,310.3
992,06/9/21 10:42:24,13.212,15.624,247.1
993,06/9/21 10:43:24,15.624,18.036,193.7
994,06/9/21 10:44:24,13.212,25.236,195.1
995,06/9/21 10:45:24,14.436,32.472,185.3
996,06/9/21 10:46:24,25.236,31.248,212.0
997,06/9/21 10:47:24,14.436,18.036,223.2
998,06/9/21 10:48:24,9.612,20.448,172.7
999,06/9/21 10:49:24,2.412,3.600,169.9
1000,06/9/21 10:50:24,7.200,19.224,130.6
1001,06/9/21 10:51:24,10.836,22.860,35.1
1002,06/9/21 10:52:24,32.472,42.084,36.5
1003,06/9/21 10:53:24,34.848,42.084,336.9
1004,06/9/21 10:54:24,32.472,42.084,346.8
1005,06/9/21 10:55:24,18.036,25.236,322.9
1006,06/9/21 10:56:24,14.436,24.048,259.7
1007,06/9/21 10:57:24,18.036,26.460,224.6
1008,06/9/21 10:58:24,10.836,19.224,240.1
1009,06/9/21 10:59:24,3.600,6.012,282.2
1010,06/9/21 11:00:24,3.600,10.836,300.4
1011,06/9/21 11:01:24,12.024,15.624,35.1
1012,06/9/21 11:02:24,10.836,18.036,71.6
1013,06/9/21 11:03:24,16.848,21.636,249.9
1014,06/9/21 11:04:24,20.448,25.236,238.7
1015,06/9/21 11:05:24,16.848,22.860,226.0
1016,06/9/21 11:06:24,13.212,16.848,240.1
1017,06/9/21 11:07:24,8.424,13.212,242.9
1018,06/9/21 11:08:24,15.624,22.860,202.2
1019,06/9/21 11:09:24,12.024,19.224,175.5
1020,06/9/21 11:10:24,10.836,16.848,139.0
1021,06/9/21 11:11:24,14.436,21.636,155.8
1022,06/9/21 11:12:24,25.236,31.248,178.3
1023,06/9/21 11:13:24,25.236,30.060,171.3
1024,06/9/21 11:14:24,21.636,25.236,175.5
1025,06/9/21 11:15:24,32.472,46.872,171.3
1026,06/9/21 11:16:24,19.224,31.248,172.7
1027,06/9/21 11:17:24,19.224,22.860,186.7
1028,06/9/21 11:18:24,21.636,28.872,183.9
1029,06/9/21 11:19:24,22.860,31.248,206.4
1030,06/9/21 11:20:24,18.036,21.636,200.8
1031,06/9/21 11:21:24,8.424,16.848,189.5
1032,06/9/21 11:22:24,7.200,14.436,223.2
1033,06/9/21 11:23:24,18.036,20.448,214.8
1034,06/9/21 11:24:24,15.624,19.224,213.4
1035,06/9/21 11:25:24,14.436,18.036,198.0
1036,06/9/21 11:26:24,12.024,14.436,189.5
1037,06/9/21 11:27:24,9.612,12.024,212.0
1038,06/9/21 11:28:24,8.424,10.836,206.4
1039,06/9/21 11:29:24,6.012,9.612,235.9
1040,06/9/21 11:30:24,4.824,8.424,200.8
1041,06/9/21 11:31:24,6.012,8.424,182.5
1042,06/9/21 11:32:24,4.824,7.200,181.1
1043,06/9/21 11:33:24,4.824,6.012,181.1
1044,06/9/21 11:34:24,7.200,9.612,169.9
1045,06/9/21 11:35:24,13.212,19.224,174.1
1046,06/9/21 11:36:24,14.436,19.224,175.5
1047,06/9/21 11:37:24,20.448,26.460,193.7
1048,06/9/21 11:38:24,28.872,39.672,198.0
1049,06/9/21 11:39:24,27.648,32.472,203.6
1050,06/9/21 11:40:24,28.872,34.848,200.8
1051,06/9/21 11:41:24,27.648,31.248,206.4
1052,06/9/21 11:42:24,26.460,28.872,217.6
1053,06/9/21 11:43:24,18.036,24.048,199.4
1054,06/9/21 11:44:24,15.624,19.224,199.4
1055,06/9/21 11:45:24,14.436,20.448,216.2
1056,06/9/21 11:46:24,10.836,18.036,196.5
1057,06/9/21 11:47:24,18.036,22.860,174.1
1058,06/9/21 11:48:24,8.424,14.436,151.6
1059,06/9/21 11:49:24,14.436,21.636,185.3
1060,06/9/21 11:50:24,16.848,24.048,186.7
1061,06/9/21 11:51:24,15.624,24.048,146.0
1062,06/9/21 11:52:24,14.436,22.860,174.1
1063,06/9/21 11:53:24,6.012,8.424,212.0
1064,06/9/21 11:54:24,7.200,12.024,203.6
1065,06/9/21 11:55:24,8.424,12.024,174.1
